SA (m2/g),Dav (nm),VTot (cm3/g),C (wt%),O/C,(O+N)/C,pH,T (K),C0 (mg/L),SLR (g/L),Qe (mg/g)
395.17,12.29,0.506,69.11,0.353,0.469,10.0,293.48,250.0,1.992,71.23
153.78,18.71,0.502,48.7,0.312,0.322,5.809,303.98,7.52,0.901,52.902
98.3,20.32,0.451,69.11,0.33,0.282,6.014,297.84,109.43,2.415,57.744
271.53,16.86,0.637,61.17,0.355,0.639,10.0,302.6,250.0,1.724,60.893
237.26,16.9,0.533,58.64,0.05,0.233,7.225,299.19,112.77,2.365,61.83
230.31,16.1,0.499,47.36,0.389,0.631,5.553,295.53,94.89,1.74,72.939
615.38,15.35,0.516,60.17,0.271,0.514,6.806,291.84,61.84,2.463,100.054
71.25,16.24,0.59,69.07,0.45,0.604,7.867,302.4,9.71,2.765,40.975
124.93,18.3,0.628,74.61,0.086,0.576,9.702,302.11,49.92,1.129,18.959
788.31,11.42,0.271,60.69,0.3,0.812,4.261,287.38,130.02,3.69,95.482
324.05,11.95,0.481,71.27,0.145,0.45,7.636,299.55,28.31,1.404,65.906
52.93,20.72,0.624,42.78,0.556,0.508,6.822,302.41,137.6,1.313,70.08
213.36,15.43,0.388,53.12,0.313,0.688,4.541,308.13,36.14,2.342,55.925
95.08,18.12,0.452,74.31,0.215,0.85,6.864,300.74,118.06,3.68,61.944
489.46,13.33,0.226,60.66,0.312,0.28,7.99,292.09,31.92,1.086,84.984
132.89,23.23,0.675,58.88,0.187,0.459,8.182,295.85,80.39,2.787,41.664
134.8,19.31,0.65,37.38,0.442,0.714,6.674,304.4,23.41,1.075,60.297
585.32,15.55,0.332,56.2,0.316,0.739,5.103,298.28,59.09,2.559,93.176
876.7,11.58,0.378,35.79,0.293,0.344,6.939,296.18,68.37,1.019,112.577
64.28,14.79,0.48,55.0,0.252,0.282,9.451,295.46,59.86,1.798,29.186
448.38,17.09,0.533,44.65,0.437,0.195,8.015,302.46,250.0,4.814,93.771
178.08,17.05,0.468,49.76,0.145,0.43,6.639,287.14,127.34,0.916,62.747
69.84,21.94,0.564,68.05,0.436,0.567,8.491,292.69,250.0,0.994,47.234
571.7,8.68,0.365,44.43,0.482,0.307,5.475,288.81,36.95,0.745,98.536
489.45,13.18,0.493,46.64,0.176,0.682,4.297,289.52,20.85,6.937,67.665
107.49,18.53,0.47,68.72,0.361,0.482,4.165,293.59,195.3,3.493,47.681
108.5,16.29,0.578,41.27,0.472,0.33,6.353,292.82,168.76,3.234,68.63
161.89,17.9,0.592,66.51,0.185,0.423,6.646,289.0,20.64,1.241,50.995
377.77,18.56,0.544,41.65,0.317,0.533,7.853,303.88,50.41,2.599,86.338
92.58,19.84,0.638,70.75,0.215,0.22,8.484,286.28,23.26,5.063,24.973
130.08,22.54,0.767,33.25,0.174,0.443,9.323,307.44,107.69,2.074,35.432
165.23,17.53,0.692,46.1,0.456,0.601,6.948,299.79,116.49,7.599,72.152
55.56,26.46,0.628,53.44,0.39,0.314,5.85,291.63,46.94,5.516,53.496
143.58,21.06,0.508,31.77,0.05,0.602,5.973,298.6,80.04,2.784,53.72
253.22,15.38,0.536,48.14,0.234,0.354,3.404,290.05,30.36,1.114,36.28
108.91,17.76,0.603,58.05,0.239,0.566,8.822,297.33,115.4,1.628,40.132
190.86,24.57,0.497,64.4,0.269,0.1,6.564,308.63,250.0,1.812,72.227
74.46,20.93,0.62,74.4,0.172,0.615,5.537,290.48,211.7,3.974,50.556
204.93,21.48,0.57,68.98,0.154,0.318,5.818,303.23,36.11,2.809,55.158
550.16,15.04,0.471,62.34,0.143,0.517,10.0,302.0,36.14,1.171,68.951
236.13,20.7,0.549,49.5,0.191,0.234,6.862,293.71,59.83,1.868,62.222
76.5,20.94,0.604,57.33,0.29,0.416,9.531,291.75,99.59,1.157,37.393
130.25,25.57,0.535,54.69,0.353,0.1,7.56,296.52,44.47,2.159,56.038
201.34,24.01,0.657,52.34,0.474,0.544,4.264,297.42,114.93,6.889,54.335
89.25,25.41,0.554,51.19,0.194,0.683,4.473,302.13,36.48,2.188,35.182
912.27,9.58,0.323,64.1,0.358,0.295,10.0,298.15,34.7,0.577,83.56
277.4,14.45,0.396,49.61,0.231,0.423,6.072,296.99,95.46,1.745,79.09
107.12,21.4,0.677,67.91,0.324,0.466,9.208,296.62,88.06,0.623,36.845
92.05,11.21,0.591,66.36,0.289,0.288,7.275,300.19,72.3,2.246,58.714
93.2,18.01,0.567,32.38,0.05,0.198,6.297,293.76,79.19,1.382,54.088
319.31,16.22,0.429,44.15,0.437,0.557,6.027,301.4,36.44,1.519,83.876
204.64,15.56,0.649,59.02,0.219,0.426,9.13,293.78,73.66,1.215,44.7
197.88,15.35,0.594,61.01,0.123,0.138,5.694,303.93,203.18,1.215,72.859
214.0,13.17,0.561,73.77,0.361,0.562,8.772,295.56,108.42,1.721,51.115
203.35,19.96,0.557,68.25,0.36,0.25,6.989,305.42,18.35,1.758,60.323
105.04,19.92,0.627,85.0,0.314,0.459,3.527,301.84,98.27,2.457,35.957
171.73,15.5,0.601,47.58,0.299,0.211,6.559,295.1,64.0,1.344,65.802
441.07,16.96,0.492,64.57,0.31,0.467,10.0,290.05,17.52,3.041,52.171
55.04,19.94,0.661,61.24,0.181,0.287,5.134,296.79,17.02,2.987,33.126
69.36,19.3,0.609,46.94,0.285,0.357,4.763,292.61,59.17,1.385,42.711
250.99,15.54,0.507,62.06,0.414,0.505,7.468,295.31,43.25,1.413,69.353
77.34,18.4,0.505,37.44,0.086,0.546,6.752,298.85,93.66,2.367,51.422
281.45,18.23,0.485,44.83,0.331,0.163,9.042,295.93,216.65,1.459,66.729
60.25,16.28,0.388,54.96,0.267,0.769,6.193,298.88,69.03,0.565,60.9
105.8,18.27,0.488,59.51,0.166,0.695,8.311,293.47,250.0,1.113,47.037
223.06,20.61,0.554,79.08,0.476,0.331,8.811,296.36,76.25,1.776,46.752
251.77,19.08,0.568,50.74,0.157,0.414,7.242,305.69,250.0,3.178,78.843
69.72,20.7,0.501,63.22,0.378,0.461,4.503,302.83,25.04,1.603,41.264
298.57,14.67,0.565,48.14,0.312,0.484,5.613,291.9,36.96,2.523,68.019
63.84,18.46,0.511,69.77,0.311,0.85,5.98,295.92,250.0,1.012,62.882
207.5,19.55,0.423,53.21,0.188,0.399,4.651,291.17,18.0,1.039,43.06
289.2,16.86,0.505,63.85,0.215,0.707,7.119,304.17,40.4,1.728,70.424
286.71,19.87,0.605,69.06,0.301,0.64,10.0,309.65,82.27,4.759,52.249
161.99,18.42,0.406,49.29,0.516,0.246,6.917,294.52,189.82,5.599,78.722
167.9,18.21,0.56,61.6,0.242,0.417,10.0,297.2,42.02,2.491,27.839
346.08,20.89,0.609,62.81,0.149,0.671,8.113,296.21,89.15,1.834,64.648
201.0,9.58,0.527,57.67,0.151,0.428,4.573,299.5,5.73,2.849,35.119
105.11,15.71,0.672,66.27,0.541,0.194,5.514,308.8,119.22,4.39,64.181
196.28,15.47,0.537,60.37,0.268,0.472,7.366,296.24,250.0,1.991,69.335
228.67,18.36,0.376,50.65,0.443,0.374,4.678,295.24,71.97,1.982,58.798
64.58,19.23,0.586,46.02,0.22,0.325,4.657,311.11,46.9,2.074,39.063
206.67,17.35,0.59,41.34,0.418,0.449,5.433,296.32,35.96,1.858,65.739
716.98,8.61,0.369,59.14,0.162,0.279,5.064,297.85,6.81,0.906,81.389
109.01,13.57,0.548,57.78,0.286,0.408,6.22,298.29,59.11,0.975,60.256
212.03,18.6,0.651,66.75,0.05,0.739,2.852,292.99,77.15,4.592,24.483
485.58,11.34,0.484,70.22,0.486,0.526,3.959,295.5,13.88,1.791,73.026
150.25,17.38,0.486,61.01,0.261,0.578,5.911,302.0,134.74,5.522,61.058
292.12,14.07,0.482,53.58,0.369,0.57,7.8,297.43,250.0,3.352,76.068
388.26,13.99,0.68,58.85,0.438,0.261,5.829,291.85,79.85,1.099,91.545
252.51,18.69,0.689,48.45,0.332,0.257,8.979,301.8,113.84,1.608,58.146
440.24,18.56,0.478,52.15,0.399,0.381,5.74,305.66,76.88,1.485,98.359
311.89,21.7,0.633,27.26,0.3,0.601,9.202,302.35,140.46,1.172,65.863
356.13,20.89,0.455,63.01,0.308,0.396,2.0,301.05,109.98,3.056,60.384
566.44,17.28,0.498,39.52,0.089,0.646,9.224,291.0,43.53,7.922,64.1
158.68,18.73,0.585,66.49,0.317,0.409,5.903,299.34,45.63,1.229,57.948
443.18,17.02,0.462,74.14,0.4,0.357,7.474,300.08,26.84,0.928,89.661
427.36,15.85,0.413,57.3,0.092,0.419,8.522,308.73,33.62,1.505,66.683
290.9,10.65,0.556,44.26,0.265,0.294,6.914,303.39,112.12,1.058,81.578
224.6,16.17,0.488,49.81,0.241,0.711,4.872,290.48,68.62,5.536,53.774
